SAMPLE ID,00_ctr-2,03_ctr-n3,14_ctr-6,83_ctr-n1,28_als-n1,30_als-n1,29_als-n1,52_als-n6
SH3PXD2B,20.2398,6.1199,15.9337,17.4526,17.0282,10.3152,16.7519,14.649
SH3RF1,5.20327,6.76229,11.1594,4.42367,10.0704,9.19489,10.0342,11.6866
SH3RF2,0.0679084,0.0840392,0.189403,0.209407,0.0540274,0.0163337,0.0714939,0.0736617
SH3RF3,1.5625,2.82701,2.98886,5.95127,1.63153,3.18205,2.19794,2.57532
SH3RF3-AS1,0.562241,0.529736,0.675236,1.30664,0.491525,0.934099,0.45531,0.527657
SH3TC1,0,0.0266804,0.15917,0.807752,0.0675374,0.0116675,0.0595811,0.0657725
SH3TC2,0.0304152,0.0107935,0.0242777,0.023993,0.0154949,0.0184092,0.0268577,0.0137621
SH3YL1,7.11311,4.88841,6.44665,6.59784,6.08293,6.45905,5.90345,6.33018
SHANK1,2.46636,2.81879,6.79289,1.96166,3.16783,5.9445,4.87424,5.0614
SHANK2,3.13017,2.75593,4.18407,1.95118,4.36448,5.89965,4.53491,3.96149
SHANK2-AS1,0.039326,0.0126175,0.0301094,0.028296,0,0.0220708,0.0644038,0.0124419
SHANK3,5.15588,4.57195,5.085,4.67938,5.11582,6.12661,4.32809,4.52023
SHARPIN,19.9625,14.9699,20.3724,19.8404,25.0005,12.6185,21.2143,25.368
SHB,1.47579,2.59559,2.44941,2.55589,1.98646,2.36093,2.16797,2.06153
SHBG,0.388255,0.64092,0.681668,0.494601,1.10126,0.420996,0.482471,0.887864
SHC1,28.2057,12.0912,9.89104,29.4747,11.796,13.7938,12.2702,7.54992
SHC2,15.9559,29.2235,23.9253,16.7738,15.1946,35.7031,15.3819,12.1895
SHC3,6.74855,3.01367,10.3987,5.29717,8.5754,11.342,8.56,7.16827
SHC4,1.35422,0.748409,2.64171,1.49656,2.45381,3.04919,2.30003,2.04178
SHCBP1,3.50154,1.10898,2.81001,3.0346,1.55176,0.628946,2.2068,1.97884
SHCBP1L,0,0,0,0,0,0.0105081,0.0153316,0
SHD,8.60639,21.1896,9.06806,5.64005,15.2215,17.2688,16.6095,16.6526
SHE,0.0243831,0.041456,0.0165785,0.0117746,0.0602456,0.0375165,0,0.00906521
SHF,8.84441,8.1493,11.2016,7.40457,11.4591,9.03608,11.8641,12.3732
SHFM1,102.256,57.8562,96.8761,103.773,89.7957,58.0372,89.8475,99.3608
SHH,0.112389,0.558916,1.57039,0.121299,0.860624,0.346915,0.690216,1.68897
SHISA2,0.618612,0.632197,0.825866,3.26303,0.243138,0.431901,0.433223,1.02019
SHISA3,0.449326,0.893812,0.619237,0.743592,0.250236,0.075652,0.239153,0.227451
SHISA4,9.71222,4.09129,14.1249,9.02655,13.2518,10.0595,9.71084,9.51537
SHISA5,68.3638,96.3157,75.0848,77.947,77.6675,98.3627,72.0667,78.6759
SHISA6,0.721146,4.55007,2.60735,0.385414,2.8811,2.6048,1.47237,2.4496
SHISA7,1.87348,1.55845,3.99423,1.78444,3.22136,2.70136,3.55083,2.6928
SHISA8,0.126067,0.0202239,0.410217,0.249448,0.204775,0.212256,0.154844,0.099712
SHISA9,6.87374,8.31938,5.66136,4.80603,6.11885,7.96593,5.54186,5.14241
SHKBP1,21.2325,12.2669,13.848,13.499,14.2508,8.26989,15.8836,13.8259
SHMT1,8.37048,1.00473,3.36888,4.4796,4.9038,1.18608,5.61688,4.37473
SHMT2,55.3034,62.0059,48.8442,79.4382,50.2373,33.5312,49.1735,65.8779
SHOC2,12.0656,8.36172,15.0923,10.8394,14.2728,10.8306,13.8652,15.6578
SHOX,1.13902,0.75435,0.482324,0.756448,0.317663,0.940329,0.776042,0.340952
SHOX2,2.21922,1.40396,1.48573,3.03274,5.25389,2.394,2.98624,1.34351
SHPK,6.85201,3.34618,4.88985,3.51687,5.34036,3.40773,4.76185,4.77595
SHPRH,4.51186,2.65953,4.24739,3.64297,4.53571,2.94319,4.99871,5.22472
SHQ1,4.74737,1.2172,3.70221,4.50847,3.65121,0.872602,4.31598,4.19106
SHROOM1,0.226302,0.183787,0.384521,0.599702,0.229694,0.303661,0.254476,0.228854
SHROOM2,4.28636,4.78983,7.66864,4.99425,9.22503,10.5749,7.74377,7.96728
SHROOM3,9.8014,2.99351,6.88953,7.47717,7.33485,3.09586,7.66745,5.93834
SHROOM4,0.828931,0.51006,0.830624,1.46911,0.597334,0.553639,0.675657,0.505817
SIAE,12.2113,5.30145,15.4534,9.72225,13.6323,7.61607,10.7239,8.37996
SIAH1,13.7177,20.3542,17.6401,12.9205,18.2213,15.5694,19.7049,20.579
SIAH2,8.85622,17.8621,10.7403,12.7688,10.9185,13.9245,9.56306,12.6834
SIAH3,2.0326,1.26678,5.12887,3.51385,5.66082,4.91231,9.15108,4.37053
SIDT1,0.162325,0.264316,0.169002,0.20873,0.166846,0.193762,0.124431,0.191537
SIDT2,12.912,10.3722,12.9977,13.6002,14.879,12.62,13.3615,10.7434
SIGIRR,4.86413,5.73187,4.55016,2.39405,2.88818,4.32063,3.07509,4.66762
SIGLEC1,0.0219648,0.224103,0.0857671,0.0331889,0.0428139,0.103549,0.0107915,0.0375255
SIGLEC10,0.589764,0.592439,0.213573,0.383725,0.330476,0.602297,0.516788,0.314819
SIGLEC11,0.0871055,0.0641836,0.0390236,0.098157,0.0671695,0.0322998,0.061659,0.0579139
SIGLEC14,0.0422906,0.0540201,0.0481446,0.040961,0,0.0556286,0.0517782,0.0269264
SIGLEC15,0,0,0.0225271,0.0846812,0,0.0165128,0.0481852,0.0186173
SIGLEC16,0.324616,0.21349,0.211812,0.119458,0.25096,0.292057,0.295898,0.227295
SIGLEC5,0,2.43E-21,5.88E-15,0.0162087,0,0.0225404,0.0143715,0
SIGLEC8,0.0664409,0.063052,0.0594433,0.0218341,0.0723727,0.0358549,0.0250076,0.0596212
SIGLEC9,0,0.0177229,0,0,0,0.0155006,0,0
SIGMAR1,41.2299,24.0097,44.9634,53.7287,44.3085,27.4218,41.0204,37.1234
SIK1,4.8584,8.59144,5.2913,6.33432,4.326,7.35035,5.52024,4.44445
SIK2,6.0726,4.40881,7.06367,6.82903,7.15183,7.79515,6.50088,6.96776
SIK3,7.88971,6.9667,8.60848,6.93505,9.22393,7.60415,8.59733,8.78568
SIKE1,10.0333,6.52123,9.23492,10.1191,10.7009,7.01436,9.23252,12.2843
SIL1,12.0636,10.2532,13.3536,17.7576,12.3077,8.84397,18.1409,8.86063
SIM1,1.83997,0.327177,1.3748,0.382814,1.80043,2.27056,1.67909,1.52194
SIM2,0.975308,0.333329,0.803548,0.555357,0.834045,0.473499,0.763903,0.649678
SIN3A,17.6864,10.3273,13.6719,15.6099,14.8768,11.5149,15.6226,16.426
SIN3B,14.5478,13.2948,13.626,11.9247,15.679,15.594,14.1989,13.3224
SIPA1,4.93596,2.53037,3.83525,3.929,4.63731,3.27963,3.52179,4.17691
SIPA1L1,9.93037,1.69872,7.44685,7.56076,7.48106,3.19906,4.98755,4.89925
SIPA1L2,17.0308,8.14598,14.0671,15.3414,21.919,14.9769,20.8122,18.069
SIPA1L3,6.00547,6.02604,6.12832,4.60578,6.56962,8.99991,5.93194,6.02991
SIRPA,3.0926,1.99129,3.17485,4.56752,4.09527,5.52269,3.29763,3.55028
SIRPB1,6.74E-33,0.111652,0.229727,4.24E-30,1.19E-35,0.307113,0.108137,0.113711
SIRPB2,0.105872,0.231616,0.0270158,0.027079,0.048985,0.0771671,0.0144803,0.0358506
SIRPG,0,0,0.0318339,0,0,0.0466697,0,0
SIRT1,7.54106,9.11542,7.75865,7.17501,7.80896,7.53597,8.94743,9.12646
SIRT2,22.8208,24.9382,28.0435,29.1674,32.7641,28.2181,24.9501,29.2614
SIRT3,13.0439,5.04582,12.2538,10.7538,12.7638,8.06758,12.1476,10.9648
SIRT4,1.31745,2.72404,1.62511,1.26392,1.80031,2.95756,1.91785,2.29247
SIRT5,3.73627,1.86044,3.34574,2.83671,3.84744,2.75978,3.14004,3.82621
SIRT6,9.60313,8.30022,11.0793,7.07178,11.2061,7.98554,12.3307,12.4436
SIRT7,5.45733,3.5785,3.56464,3.53401,4.1315,2.69909,4.85972,4.11141
SIT1,0.0238841,0.114946,0.0274298,0.0257778,0.133014,0.0201065,0.0880081,0.113346
SIVA1,26.0467,21.6448,24.431,28.6585,23.6685,16.6378,26.0397,35.5476
SIX1,0.0988785,0.0528742,0.176645,1.88536,0.0152964,0,0.391336,0.0521382
SIX2,0.0137051,0.0659577,0.0314793,4.71855,0.0190814,0,0.067334,0.0260159
SIX3,34.5286,0.382916,2.09628,20.0791,12.9022,19.6016,5.44681,11.1277
SIX4,0.594825,1.29566,0.439293,1.59763,0.430808,0.654893,0.423694,0.44035
SIX5,10.5463,2.81501,4.38676,9.93813,6.05847,3.90196,6.98844,5.28249
SIX6,0.160112,0.0192641,0.0229852,2.26809,0,0.0505458,0.0245826,0
SKA1,3.00634,1.29711,1.64593,1.8182,1.30653,0.778681,1.39504,1.86619
SKA2,26.3382,19.3133,32.8115,20.0094,31.1881,18.8461,30.738,36.8345
SKA3,4.56496,0.833612,2.45288,2.64959,1.91603,0.427992,2.75087,2.37789
SKAP1,23.2435,24.1097,39.1828,12.8061,21.7679,27.0318,33.6867,16.9557
SKAP2,19.3573,38.7004,46.4469,13.7209,37.4006,21.3018,37.1939,37.5277
SKI,15.6785,10.9835,16.4972,18.4792,14.6631,13.717,15.4453,14.5913
SKIDA1,5.64971,2.01286,4.15045,2.93206,3.98069,3.28715,5.84133,5.10138
SKIL,8.63706,7.78946,8.788,8.86714,7.74623,7.76453,8.60268,8.24424
SKINTL,0.0976861,0.0564155,0.0673128,0,0.0544028,0.0493416,0.0479938,0
SKIV2L,13.9188,13.7167,9.73934,12.4145,12.6437,11.4756,11.053,11.4373
SKIV2L2,17.7248,15.1668,16.9087,14.5274,18.5087,14.3143,18.7621,20.1196
SKOR1,1.54002,1.76569,4.60366,2.38318,4.98198,1.67775,14.3674,3.62195
SKP1,127.396,128.395,165.153,129.79,173.079,121.209,156.595,180.403
SKP1P2,0,0.0150981,0,0,0,0,0,0
SKP2,15.6409,9.68264,11.1139,12.9481,10.8087,5.2942,11.7818,11.0071
SLA,0.0313387,0.0301645,0.239941,0.247879,0.218547,0.0790748,0.180023,0.138808
SLA2,0.0596728,0.0346972,0.108437,0.0636042,0.0491895,0.0700735,0.0869191,0.0663006
SLAIN1,15.8729,10.5231,21.8924,13.9443,19.1864,11.0661,20.3188,20.5107
SLAIN2,8.3489,7.38373,8.11624,8.15135,9.2172,7.40052,8.22184,9.83534
SLAMF6,0.0508946,0,0.0281665,0.0139312,0.0342038,0.020684,0,0.0234484
SLAMF7,0.0119485,0.0573251,0,0.0121863,0,0.0395478,0.0279465,0.0282913
SLAMF8,0.0442838,0.070756,0.0187691,0.0611216,0.0204811,0.0250306,0.0238632,0.0213605
SLAMF9,0.0790348,0,0.029328,0,0.0550219,0,0,0
SLBP,23.223,14.7591,25.0392,21.9797,24.6846,14.6805,24.1939,28.084
SLC10A1,0,0.0696863,0.0207868,0,0.0504002,0,0.0666941,0.0515372
SLC10A2,0.0156236,0,0.0269144,0,0.0326287,0.00657626,0.00959496,0.0222432
SLC10A3,4.85878,2.25626,4.66807,7.0015,4.71682,2.41947,4.97678,5.38533
SLC10A4,3.10818,0.684204,2.0009,2.15117,2.3675,2.29978,1.28397,2.31508
SLC10A5,0.268982,0.323629,0.154457,0.266116,0.3745,0.452878,0.412977,0.531873
SLC10A6,0,0,0.0225721,0.0424252,0,0,0.0241407,0
SLC10A7,1.53729,0.959401,1.3443,1.77709,1.34723,0.919703,1.1981,1.43688
SLC11A1,0.0383187,0.0811424,0.0176029,0.066171,0.117371,0.103226,0.0847181,0.0945607
SLC11A2,13.978,11.5281,14.825,11.6095,14.442,12.4562,14.925,15.015
SLC12A1,0.119111,0.0181023,0.244789,0.0270642,0.218206,0.0422199,0.1386,0.124952
SLC12A2,12.2477,5.14549,12.7168,7.72055,13.8472,8.96197,12.9819,10.5843
SLC12A3,0.0160048,0.0051534,0.00613186,0.00574391,0.00740157,0.00896441,0.0130858,0.0100955
SLC12A4,6.09947,6.13106,6.01103,8.41608,5.06898,8.90181,4.34952,3.02081
SLC12A5,3.8519,4.70864,7.61977,2.80844,8.65483,7.13312,6.47726,5.98453
SLC12A6,6.589,4.29709,5.37997,4.52193,5.7991,5.45422,5.63038,5.69591
SLC12A7,13.3634,6.75007,8.99995,12.2363,9.48492,8.22299,9.48868,7.86055
SLC12A8,0.861257,0.589449,0.994462,0.997482,0.598354,0.34132,0.537579,0.444594
SLC12A9,6.90899,3.30487,6.44094,6.73336,5.77833,3.4987,5.61866,4.45239
SLC13A1,0.055015,0,0.0358935,0.00842462,0.0652246,0.0460397,0.0384691,0.0666797
SLC13A2,0,0.0119869,0,0,0.0346778,0,0,0
SLC13A3,0.655114,0.407941,0.64113,1.10779,0.609176,0.728506,0.649687,1.01486
SLC13A4,0.0816053,0.216006,0.292875,0.341293,0.213034,0.455128,0.175408,0.116181
SLC13A5,0.126293,0.00899644,0.0644053,0.0302632,0.143146,0.0227164,0.0344406,0.0887122
SLC14A1,0.0956818,0.0213321,0.0847823,1.96417,0.0308104,0.0186183,0.0452205,0.0212262
SLC14A2,0.104366,0.0944327,0.115218,0.11511,0.05365,0.128022,0.126386,0.143188
SLC15A1,0.0575602,0.136026,0.14156,0.0475377,0.0666571,0.116137,0.0353565,0.0276423
SLC15A2,3.81316,1.17454,4.54183,1.66213,5.60652,2.1212,4.93588,3.84614
SLC15A3,0.309862,0.582225,0.719133,1.52025,0.773568,0.257044,0.662355,0.905539
SLC15A4,4.98539,4.09561,4.87458,0.0342718,3.59581,3.55533,5.30434,5.56564
SLC15A5,0.0403979,0,0,0.0109002,0.0281227,0.0170042,0.0372145,0.0671001
SLC16A1,27.1133,10.6654,22.0647,23.7862,18.0257,11.2075,19.6207,17.1125
SLC16A10,0.357394,0.471775,0.609812,0.319605,0.42651,0.404023,0.35118,0.31983
SLC16A11,0.147358,0.0630385,0.300861,0.176713,0.11398,0.137835,0.201106,0.139862
SLC16A12,0.748945,0.0789819,0.982507,0.30023,1.39737,0.121486,0.968406,1.01281
SLC16A13,2.93856,0.227577,1.80378,2.57005,2.44539,0.682426,2.38548,1.39454
SLC16A14,5.54437,8.57994,10.0908,6.62147,11.2893,9.1202,10.3798,10.7986
SLC16A2,13.8871,9.73685,12.4118,16.3654,11.2654,10.8625,12.6439,11.6515
SLC16A3,40.688,5.842,44.6879,26.5249,55.275,9.40849,41.5574,41.225
SLC16A4,2.84793,0.967793,1.49427,2.58059,2.78395,1.00619,1.65076,1.51176
SLC16A5,0.153354,0.132847,0.158509,1.32411,0.0854054,0.0516399,0.28254,0.0873322
SLC16A6,0.184084,0.191952,0.247818,0.273184,0.309693,0.103313,0.235525,0.248816
SLC16A7,0.344872,0.298661,0.333835,0.372508,0.383008,0.428388,0.262343,0.364431
SLC16A8,0.23355,0.254772,0.196696,0.067218,0.195101,0.432545,0.248614,0.177336
SLC16A9,9.54408,2.57278,6.60717,8.93427,6.51518,3.41578,7.37555,6.06483
SLC17A4,0.0082002,0,0,0,0,0,0,0
SLC17A5,6.09526,5.66093,6.73632,7.6551,7.15747,6.49272,5.45193,7.16409
SLC17A6,1.4527,1.57215,4.77169,2.57523,1.99114,3.99199,3.13409,2.53615
SLC17A7,0.337266,1.22213,0.945554,0.835075,0.359084,1.83715,0.597012,0.367185
SLC17A8,0.215473,0.169653,0.967414,0.206774,0.934183,0.414741,0.674153,0.54709
SLC17A9,0.0341675,0.0438497,0.0392398,0.0614609,0.079285,0.0575271,0,0.0972884
SLC18A1,1.19956,0.69406,1.09546,0.725058,1.17914,0.982045,0.813712,1.20933
SLC18A2,2.21863,1.04206,2.99455,3.85101,1.66656,1.69443,2.28494,2.4097
SLC18A3,4.81847,2.03129,9.65261,0.987437,5.8425,4.75468,2.0527,3.16083
SLC18B1,8.60666,2.24973,7.95502,8.64526,7.88129,3.32039,6.41454,7.40628
SLC19A1,5.51287,1.88875,5.84349,5.61285,5.51579,2.02707,5.64219,5.82835
SLC19A2,3.06087,4.77484,4.70878,3.96952,4.5216,4.8186,3.92909,4.6159
SLC19A3,0.658917,0.0616068,0.253805,0.0677298,0.109219,0.127618,0.0674841,0.133891
SLC1A1,2.58968,2.42425,6.63738,3.81756,7.65085,3.72875,6.25496,5.16318
SLC1A2,8.37849,12.9266,9.69646,8.31124,8.88918,8.94749,11.3392,8.04077
SLC1A3,168.314,24.9482,119.595,72.3774,142.015,93.9528,137.659,98.2752
SLC1A4,19.5376,9.68961,23.5258,27.7981,26.5103,15.3591,21.7548,26.1527
SLC1A5,20.8864,17.1346,13.8473,38.861,16.5358,14.3395,13.0958,22.3992
SLC1A6,2.76489,7.90121,7.23821,3.55868,6.6709,3.41187,4.7038,6.22646
SLC1A7,0.0110275,0,0.0126646,0.095215,0.030707,0,0.0270895,0.0313998
SLC20A1,17.4921,17.8296,14.4066,12.0011,14.9703,12.6577,14.8924,16.1128
SLC20A2,7.9424,4.03556,10.0793,5.73896,6.39242,4.2054,8.09372,6.29042
SLC22A1,0.0656716,0,0.0754209,0.106318,0.281999,0.0552849,0.0604967,0.062331
SLC22A10,0,0,0,0.0123781,0,0,0,0
SLC22A11,0.0470075,0,0,0.0380509,0.032724,0.0296796,0.0721723,0.0557704
SLC22A12,0.00920796,0,0.0105749,0,0,0.0310065,0,0.0262187
SLC22A13,0.0576577,0.0110994,0.0132434,0,0,0.00970769,0.070819,0.0218899
SLC22A14,0.0149321,0.0431177,0.0685953,0.048348,0,0.100563,0.0733624,0
SLC22A15,0.550387,1.04147,2.13332,0.526522,0.949162,1.1952,0.990986,0.866692
SLC22A16,0,0.0143147,0,0,0,0,0.0365333,0
SLC22A17,71.9597,57.4338,78.8922,58.4554,91.9091,87.3534,84.0885,72.2835
SLC22A18,3.81712,1.03393,1.93857,3.70573,2.7774,1.30797,2.68584,1.56559
SLC22A18AS,0.0572477,0.0367351,0.0438309,0.102978,0.0531368,0.0803222,0.0234385,0
SLC22A2,0,0,0,0,0,0,0,0.0111541
SLC22A20,0.248386,0.246114,0.142632,0.13404,0.262588,0.209057,0.241837,0.153239
SLC22A23,13.2762,7.63616,13.0068,10.0041,13.6083,10.6635,15.5177,12.2276
SLC22A3,0.327663,0.0350689,0.376586,0.568768,0.164862,0.138022,0.100689,0.121033
SLC22A31,0,0.09166,0.21873,0.205557,0.044195,0.0668056,0.0194943,0.0451921
SLC22A4,0.352577,0.504709,0.668307,0.428744,0.62931,0.471702,0.462811,0.372819
SLC22A5,2.31531,1.95085,2.33072,2.8634,2.56018,2.42952,2.06451,1.81936
SLC22A6,0.028555,0.0258975,0.0491913,0.0462286,0.131142,0,0.0175366,0.0677563
SLC22A7,0.0808526,0.0345206,0.0530603,0.0887699,0.0321629,0.087512,0.0440511,0.0548142
SLC22A8,0,0.030986,0,0.191311,0,0,0,0.0146554
SLC22A9,0.0256576,0.024862,0.0294132,0.0138377,0,0,0,0
SLC23A1,0.100315,0.193113,0.0576037,0.0541344,0.0872922,0.200034,0.138616,0.0833108
SLC23A2,9.64078,8.18749,12.4374,9.73032,12.1181,10.1133,11.0777,10.9791
SLC23A3,0.0122087,0.0472972,0.0165931,0.0623751,0.0171037,0.121636,0,0
SLC24A1,2.0318,0.424627,1.63257,2.61301,2.26599,0.589097,1.76965,1.17583
SLC24A2,0.295255,0.221156,0.617557,0.0942465,0.634963,0.297407,0.235758,0.292982
SLC24A3,3.80301,10.3166,16.3632,3.94887,12.3653,11.7006,7.48682,8.8906
SLC24A4,0.101772,0.154403,0.0913594,0.0869718,0.106823,0.112797,0.369374,0.113353
SLC24A5,2.27227,2.23014,2.10467,1.29216,2.23085,2.98529,2.13059,2.19407
SLC24A6,2.33111,0.506039,1.59491,2.82641,1.75399,0.926928,1.14529,1.10156
SLC25A1,54.0785,44.6508,52.3874,53.4126,54.3524,35.2232,57.2939,53.6847
SLC25A10,5.97241,0.811938,4.57447,5.4761,4.50792,1.43358,3.98065,4.40358
SLC25A11,29.1555,18.9551,34.4904,30.9852,37.3047,18.7023,34.0979,34.8655
SLC25A12,5.95771,7.0386,6.86321,4.86656,8.05517,7.61553,6.76988,7.07196
SLC25A13,8.08873,3.02868,6.29929,6.90193,6.92124,1.9855,5.56065,6.6854
SLC25A14,8.34598,4.87282,18.0806,6.24769,12.0286,6.33636,10.1545,12.3139
SLC25A15,5.67088,4.0172,5.81859,5.91682,6.21759,4.43235,5.20747,5.6942
SLC25A16,3.48308,1.088,3.42655,3.8018,3.33056,1.59334,3.26108,3.69263
SLC25A17,9.67936,4.16864,13.1538,9.43309,13.1858,6.14978,11.7767,12.7776
SLC25A18,0.848703,0.435681,0.731023,0.549596,0.630207,0.559669,0.521217,0.805532
SLC25A19,2.21108,0.639021,2.12802,2.18983,2.38201,0.991682,1.67678,2.6626
SLC25A2,0.0416665,0.0200526,0,0,0,0,0.0511776,0
SLC25A20,7.16174,3.55933,6.18214,4.83309,7.97262,4.16384,6.61177,6.82706
SLC25A21,0.709912,0.243676,0.63552,0.56847,0.263284,0.206611,0.6656,0.583315
SLC25A22,17.9057,14.8682,18.4611,13.9965,19.5674,19.8194,18.8649,20.0181
SLC25A23,25.1523,15.2831,27.0932,29.5132,26.9534,22.6466,23.4743,20.8766
SLC25A24,4.91662,1.45045,5.79721,6.30154,3.46254,1.68615,4.0457,2.33741
SLC25A25,9.31733,16.7201,11.9932,8.66148,10.4733,15.7119,12.9116,10.2961
SLC25A26,3.16381,4.06615,3.9818,3.6785,4.17289,3.69858,3.41504,4.80489
SLC25A27,2.95401,4.75369,4.75899,2.19283,4.22306,5.25732,3.13826,4.00384
SLC25A28,9.75798,10.5435,8.35044,9.2613,11.0485,11.411,10.05,10.3968
SLC25A29,33.0084,40.6077,23.1457,19.2243,29.2912,41.1573,32.8323,23.4556
SLC25A3,154.874,242.279,158.5,197.47,157.126,148.926,159,181.985
SLC25A30,1.88327,2.16131,2.14437,2.48428,1.53514,2.27649,1.8189,1.74928
SLC25A31,0,0.0313627,0.0187104,0,0,0,0.0200107,0.0154631
SLC25A32,4.72209,1.79979,4.93096,3.79918,5.29682,3.00404,4.57812,6.17787
SLC25A33,4.99084,7.31272,7.88987,6.06259,7.5676,4.32055,6.52718,7.65203
SLC25A34,0.695746,0.482587,0.483351,0.504247,0.525849,0.528199,0.517141,0.33054
SLC25A35,1.13056,0.794726,0.656936,0.845319,0.648521,0.714355,0.721267,0.534557
SLC25A36,17.2991,29.3935,15.4008,15.1914,15.919,23.857,16.4559,17.6578
SLC25A37,6.12575,6.49041,3.19733,3.86094,3.26166,5.03697,4.80218,3.59065
SLC25A38,9.70126,12.5351,10.9978,11.9705,11.2235,10.2028,10.5159,12.3606
SLC25A39,35.0466,25.2694,36.9593,42.4074,39.0267,24.4914,32.8222,32.2827
SLC25A4,12.4396,7.43728,20.8392,13.0184,22.2316,12.3835,18.5727,20.408
SLC25A40,4.70244,4.21395,4.39336,3.83722,4.40389,4.01815,4.55346,4.28271
SLC25A41,0.380667,0.458004,0.568332,0.328679,0.556498,0.416598,0.490939,0.614216
SLC25A42,4.68683,5.89327,4.62552,4.36643,4.81548,5.59524,5.39065,4.68842
SLC25A43,0.150993,0.0341736,0.681627,2.10701,0.0492963,0.049547,0.0865354,0.0552325
SLC25A44,12.143,9.55481,15.1888,9.87832,15.4935,12.2516,14.9542,16.4606
SLC25A45,0.635531,0.0783572,0.238654,0.730894,0.352481,0.163318,0.145649,0.187576
SLC25A46,17.946,10.4081,22.7673,16.1909,22.6534,13.8575,20.2186,24.3691
SLC25A47,0.102207,0,0.0782532,0.0183851,0.0711506,0.0286805,0.0418458,0.0646718
SLC25A48,0.0246211,0.0236986,0.0282762,0.159439,0,0.020727,0.0604826,0.0233687
SLC25A5,103.667,183.012,119.017,135.847,105.648,102.613,114.862,142.048
SLC25A5-AS1,0.561596,0.160565,0.519588,0.296793,0.630176,0.214842,0.567579,0.570659
SLC25A51,6.52733,7.55365,7.52826,7.24276,8.43924,7.49969,7.38095,9.16992
SLC25A51P1,1.96E-41,0.0214238,7.09E-38,3.90E-30,9.53E-19,0.0188424,0,0.0252811
SLC25A52,0.158931,0.104636,0.140424,0.0779131,0.0540319,0.150765,0.090115,0.128922
SLC25A53,1.5087,0.547159,3.57579,1.59584,2.96673,0.902769,1.9602,1.76466
SLC25A6,221.127,385.052,225.58,334.372,214.203,220.383,228.698,223.209
SLC26A1,1.34105,0.740543,0.646807,0.64949,1.7563,1.46545,0.715202,0.862966
SLC26A10,3.54271,3.16804,2.5981,1.90038,2.609,3.96607,2.53377,2.4597
SLC26A11,11.4576,8.28704,10.6842,9.6994,12.2406,13.1269,10.883,10.0207
SLC26A2,2.90161,1.22445,2.45872,3.59715,2.15148,1.41587,2.08221,2.03452
SLC26A3,0.0102007,0.0392738,0.011715,0.0110094,0,0,0.0125291,0.00968178
SLC26A4,0.0212002,0.0317522,0.020772,0.0612388,0.0087173,0.0106246,0.064631,0.0244218
SLC26A4-AS1,0,0,0,0.0106163,0,0,0.00932596,0.0144131
SLC26A5,0,0.0794814,0,0.0222806,0.0287422,0.260683,0.0253562,0
SLC26A6,4.1842,5.27969,2.73961,3.54971,2.75267,3.53892,3.49192,2.97433
SLC26A7,0.091318,0.0215957,0.0901853,0.302692,0.015619,0.0630641,0.0542196,0.104744
SLC26A8,0.0279715,0.0665512,0.0642479,0.0465828,0.0519258,0.0313966,0.0458653,0.0573779
SLC26A9,0,0.00611797,0.0145995,0.0137202,0.00884957,0.0374559,0.0390352,0.0180984
SLC27A1,10.5611,7.29785,7.10193,8.40584,7.9517,10.1879,7.45003,5.69398
SLC27A2,0.333956,0.927299,0.993295,0.216325,1.51406,0.644449,1.50228,1.50611
SLC27A3,3.58457,4.59249,4.48203,4.05364,5.33142,4.91266,5.84537,4.62146
SLC27A4,8.35928,5.42331,14.0344,7.07808,12.4487,7.46484,10.0632,11.6512
SLC27A5,3.79463,2.07853,3.61252,3.55661,4.06669,2.54296,3.89424,3.4002
SLC27A6,2.0435,0.216929,1.02519,1.58259,0.653918,0.13281,0.250084,0.19325
SLC28A1,0.0224419,0.021601,0,0,0.0149568,0.0440994,0.0274069,0
SLC28A2,0.10054,0.157445,0.0730301,0.0725547,1.17E-24,0.097043,0.0149936,0.0467746
SLC28A3,0.0258608,0.0124459,0.007425,0.0139556,0.0517445,0.00544267,0.015882,0.0429544
SLC29A1,6.26748,11.1356,8.96529,8.19071,5.47164,6.75188,5.8497,6.97744
SLC29A2,4.76557,3.55888,4.16545,4.35797,4.70663,3.91303,3.86382,3.40908
SLC29A3,1.58642,2.92669,2.37164,2.5432,2.33881,2.69503,2.38732,2.56423
SLC29A4,42.8312,24.0253,28.2663,24.8981,33.4443,36.6853,28.9627,23.1282
SLC2A1,141.555,21.1974,85.0348,79.0787,129.519,50.2652,105.972,88.6067
SLC2A1-AS1,0.735664,1.90087,0.966572,1.90738,1.57326,2.01681,1.45297,1.8885
SLC2A10,2.04218,0.672122,2.74029,5.32652,2.04779,0.765223,2.41444,1.99192
SLC2A11,3.33877,6.23518,3.76757,4.27966,4.23389,5.09605,3.52906,4.62277
SLC2A12,5.07215,1.57323,3.81479,2.81113,3.45019,2.10389,3.91153,2.64727
SLC2A13,1.12552,0.499071,1.37007,0.973629,1.30881,0.731037,1.02,0.896226
SLC2A14,0.0741577,0.0643992,1.21987,0.0417602,3.56E-19,0.662467,0.102566,0.784001
SLC2A2,0,0.00826246,0,0,0.0119515,0,0,0.00814745
SLC2A3,30.4065,20.7039,21.3288,31.6951,19.5764,20.7257,15.3266,19.4182
