SAMPLE ID,00_ctr-2,03_ctr-n3,14_ctr-6,83_ctr-n1,28_als-n1,30_als-n1,29_als-n1,52_als-n6
FRRS1L,2.40834,2.17471,8.26908,2.81366,6.87903,3.88765,4.48286,3.95896
FRS2,8.01641,4.90796,7.19531,6.69295,8.42386,6.34264,8.4085,7.58064
FRS3,6.54199,6.91343,10.4089,4.70712,9.94326,8.88052,8.62122,10.4263
FRY,4.25857,5.91252,5.36213,4.12351,5.83327,9.43562,4.49309,4.89948
FRYL,6.77872,2.77689,4.46888,4.6706,4.86292,3.23331,5.34009,5.27542
FRZB,5.49446,28.8562,20.5845,4.45621,6.35756,9.42155,20.875,14.7842
FSBP,1.87288,0.870161,1.72352,2.01306,2.47327,0.895846,1.69685,1.14849
FSCN1,84.1172,135.01,98.4479,76.5766,114.087,114.641,117.635,118.61
FSCN2,1.75931,0.908269,2.02183,2.23358,2.00554,1.21863,2.16902,1.41117
FSCN3,0.0312224,0.0601049,0,0.0336978,0.0217352,0.0131421,0.0191747,0.0148171
FSD1,18.8281,24.6762,24.7437,11.0919,25.7467,22.5643,26.0117,24.2721
FSD1L,10.2695,6.72442,13.0328,6.58243,14.0172,6.9473,12.5977,16.6857
FSD2,0.0355243,0.0113977,0.0135994,0.0639016,0.0164867,0.0199372,0.0145445,0.0224782
FSHB,0,0,0,0,0,0.0129745,0,0
FSHR,0,0.0104808,0.0500212,0.0117521,0,0.00916661,0,0.0310047
FSIP1,1.53218,0.333339,1.5427,0.634281,1.24195,0.318045,1.21165,1.0857
FSIP2,0.551042,0.257775,0.344604,0.549333,0.191314,0.540613,0.346164,0.453809
FST,3.36612,0.433735,1.23906,8.79185,1.36705,1.09605,0.794103,0.80821
FSTL1,63.5388,24.0858,60.2665,188.894,43.2741,18.7164,64.162,43.3785
FSTL3,6.47787,4.09641,5.11721,6.59812,4.64866,4.35474,4.53422,4.08402
FSTL4,1.05314,2.39164,4.78122,0.811037,3.81841,3.87413,2.36474,3.14447
FSTL5,1.63355,3.28945,4.94921,2.17327,2.50997,5.11358,4.23271,5.13426
FTCD,0.154964,0.556051,0.160778,0.286226,0.261493,0.865553,0.324568,0.147082
FTH1,632.38,791.684,714.226,943.779,770.191,739.829,643.403,736.85
FTH1P3,0.669083,1.10086,0.450646,1.10856,0.438353,0.857236,0.386185,0.601155
FTL,704.227,1172.24,662.611,1047.58,836.514,723.667,711.408,976.839
FTLP10,0.0839986,0.0588793,0.0303559,0,0.0277322,0.0675231,0.031225,0.0187811
FTO,18.9749,26.166,23.576,19.3289,23.2063,27.1841,22.4497,24.5356
FTSJ1,12.8166,13.2892,16.3798,13.5177,17.2596,14.0981,16.6266,20.9849
FTSJ2,11.7825,3.37212,13.4893,11.5226,13.863,5.66575,13.0905,15.5409
FTSJ3,19.7632,7.17152,16.4214,13.4239,15.6756,7.8624,16.5539,11.4174
FTSJD1,5.63439,1.65562,5.3405,5.20923,5.06035,2.57552,5.03398,5.23435
FTSJD2,19.4848,13.4701,15.4307,15.5753,17.1521,15.9813,17.8395,15.9323
FTX,1.28382,1.0526,1.41129,2.16762,1.33288,1.44081,1.3546,1.32369
FUBP1,50.8833,73.2533,47.9042,40.136,50.8779,51.1166,55.1057,56.0381
FUBP3,24.6302,16.6689,24.0662,20.2148,23.812,15.6179,23.6139,24.611
FUCA1,7.2512,4.75142,8.87217,9.96325,9.00851,4.90695,5.36097,8.00734
FUCA2,15.1195,14.3969,11.6027,13.1547,12.4369,8.49522,10.1464,14.0975
FUK,4.35217,1.85455,2.71608,2.85423,3.20858,2.51888,2.93267,2.16579
FUNDC1,12.4643,8.16009,26.1374,12.1999,14.7895,15.2721,14.3178,16.3085
FUNDC2,14.3413,28.0496,14.8927,15.7264,16.0982,16.0228,17.1755,19.8886
FUNDC2P2,0.0208446,0.0201279,0,0,0.0294281,0,0,0.0199025
FUOM,3.7129,1.1667,2.70854,3.0471,3.95002,1.35226,4.37259,2.275
FURIN,10.417,3.08618,10.4873,17.4246,8.00394,6.90853,7.75499,6.4283
FUS,84.676,17.7164,85.0327,69.463,89.6524,17.6902,96.4547,85.1325
FUT1,0.438174,0.46696,1.18499,0.33459,0.623693,0.742411,0.507834,0.304967
FUT10,3.54548,2.59552,3.33584,3.05409,2.72309,3.11785,3.43477,3.00176
FUT11,15.0692,5.8765,13.3138,14.3725,16.1605,8.1025,14.9096,13.9618
FUT2,1.05245,1.29393,1.13308,0.915349,0.893824,1.55879,1.18687,0.908638
FUT3,0.731107,3.71646,0.52903,0.681623,1.3485,5.10948,0.513368,1.3064
FUT4,0.278257,0.297809,0.527456,0.553984,0.445775,0.179429,0.495062,0.572541
FUT5,0.888822,2.61278,1.208,0.660282,0.905055,3.06613,2.27144,1.05513
FUT6,0.295546,0.741902,0.237267,0.17002,0.309557,0.712944,0.160863,0.368487
FUT7,0.0954004,0.192424,0.0911326,0.0527942,0.17224,0.132392,0.0751022,0.105818
FUT8,9.50669,5.28097,12.6283,10.6904,10.6292,7.66719,12.2646,11.589
FUT8-AS1,0.448825,0.159496,0.584318,0.205374,0.408976,0.120104,0.60921,0.385615
FUT9,3.73437,3.89889,4.167,2.16686,5.59109,9.82906,4.39207,4.86882
FUZ,13.7693,6.26162,7.98247,7.91614,10.2794,6.12764,11.1654,11.4349
FXC1,8.81608,10.267,8.14088,7.92393,9.8281,6.2153,9.83445,12.043
FXN,2.45834,2.59732,2.94344,2.67124,2.37554,1.47856,3.1001,3.17671
FXR1,17.569,25.3887,15.0438,15.0647,15.3542,18.1463,15.7595,16.5574
FXR2,20.3987,22.726,20.9753,18.432,26.667,22.6219,25.6741,27.5688
FXYD1,0.632989,1.36772,3.30438,2.23588,1.60238,1.18566,2.33247,1.41969
FXYD2,0.54144,0.551104,0.37961,0.146168,0.000448429,0.548073,2.31E-08,1.08E-08
FXYD3,0.193335,0.0731307,0.0892849,0.286727,0.128447,0.19209,0.157425,0.101719
FXYD5,1.15444,3.42098,9.7863,10.7538,1.50906,0.891618,0.567185,1.28711
FXYD6,115.631,121.106,140.294,109.862,137.459,132.419,111.704,136.18
FXYD6-FXYD2,0.128426,0.205415,0.10634,0.215379,0.47059,0.103202,0.248032,0.248161
FXYD7,5.34106,23.5925,27.6742,4.06645,18.1007,15.4757,14.2393,15.5225
FYB,0.0186539,0.00598498,0.00714105,0,0.00865719,0.0157036,0,0
FYCO1,2.42945,0.430322,1.52043,4.16688,1.91562,0.977379,1.66866,1.57233
FYN,106.893,31.0342,72.0428,65.0573,85.03,52.7002,75.8482,66.7631
FYTTD1,21.5128,19.2276,26.567,21.692,23.0858,19.4685,22.5531,25.7316
FZD1,9.68319,3.75149,12.8626,17.8834,10.0355,4.64192,8.48109,10.1984
FZD10,0,1.15147,2.03502,0,0,0.0151442,5.57921,1.34888
FZD2,18.1823,9.13286,13.363,21.4942,12.5351,7.78641,14.0515,17.2542
FZD3,15.0748,9.43609,11.5012,9.07209,11.625,10.3752,11.0562,12.4238
FZD4,2.07079,1.22002,1.55499,4.79386,1.11095,0.770082,1.5167,1.38078
FZD5,4.47095,1.80017,2.10978,2.72115,1.56123,1.41854,1.49629,2.4999
FZD6,14.373,2.05024,4.72471,7.12265,6.15715,2.15306,7.77352,7.35208
FZD7,58.5767,21.9734,51.6701,48.8534,63.3953,38.7452,49.1253,60.7878
FZD8,3.89594,0.558225,1.40251,4.42638,1.58677,0.681155,2.35838,2.29076
FZD9,7.13439,4.79238,7.904,3.21062,8.79239,5.56033,8.2675,8.67371
FZR1,23.1686,16.9191,23.854,18.3412,24.7466,23.0896,25.2552,24.0569
G0S2,1.34882,3.03915,3.34455,4.69814,2.47547,3.09678,2.10854,4.07339
G2E3,5.09908,6.48633,4.93878,4.33876,4.49972,5.12975,4.82722,5.98436
G3BP1,33.1024,22.9402,33.0877,24.6269,28.787,19.6968,34.5629,35.5937
G3BP2,48.5573,46.5496,55.0491,44.4293,60.8274,47.0758,58.4771,64.9758
G6PC,0.014877,0.0217665,0.0182559,0,0.0101755,0.0127489,0.00893926,8.48E-38
G6PC2,0,0.00953559,0,0,0,0,0,0.00940286
G6PC3,65.7856,29.9225,56.1795,54.8055,66.351,38.0559,53.1489,57.0483
G6PD,22.8855,20.8815,21.5501,19.2335,21.9161,16.5968,22.0084,20.737
GAA,17.0361,22.4685,17.039,19.4137,17.8363,20.9616,17.9893,14.1028
GAB1,5.7719,2.78497,5.23259,5.21609,4.36653,2.73462,4.67596,4.4684
GAB2,6.95135,28.0476,11.0517,8.20765,10.8268,21.3634,10.0573,14.011
GAB3,0.00623001,0.041989,0.057239,0.147927,0,0,0.0152993,0.0236524
GAB4,0.0112289,0,0,0,0,0,0,0.0106577
GABARAP,260.364,379.89,293.208,291.426,321.078,242.033,300.957,347.65
GABARAPL1,52.036,70.5097,70.2378,46.5027,71.0633,87.4381,54.2617,64.1837
GABARAPL2,96.8704,108.299,132.229,84.5183,145.249,112.304,128.03,148.233
GABARAPL3,0.0164998,0.031735,0.038056,0.017727,0,0.0415626,0.0202249,0.0629834
GABBR1,1.93845,3.17166,2.96521,1.31272,2.72816,3.29023,2.17256,2.39663
GABBR2,5.90619,4.41339,20.8527,4.079,13.8827,9.30436,12.4916,10.7758
GABPA,8.07251,5.77464,6.29811,6.68007,6.676,5.84918,6.48952,7.32043
GABPB1,8.92489,10.5795,8.59453,7.4553,9.27594,6.91131,9.92806,10.576
GABPB1-AS1,5.10526,6.94565,2.86232,2.24222,3.2062,7.43556,3.50098,3.02459
GABPB2,2.1313,1.62951,1.12837,1.87611,1.07331,1.33611,1.50384,1.19077
GABRA1,0.130383,0.0986136,0.118264,0.0710843,0.318286,0.0369636,0.059012,0.382018
GABRA2,1.27822,1.16185,2.35829,0.729604,2.06125,0.939291,0.960741,2.47627
GABRA3,5.66035,6.23386,12.8309,4.32444,12.7658,14.5095,4.76514,8.74276
GABRA4,0.120914,0.0130271,0.0892775,0.0871522,0.139454,0.135988,0.0370096,0.226453
GABRA5,8.22501,9.45414,14.5449,3.74702,8.2925,7.97937,17.4261,6.93565
GABRA6,0.0117192,0.0112801,0,0,0,0,0,0.0111231
GABRB1,0.574126,0.167069,1.15004,0.38908,0.929474,1.15772,0.442787,0.646302
GABRB2,1.51135,0.655968,0.749197,1.23197,2.08382,0.437306,0.95287,1.61104
GABRB3,19.0981,22.998,31.3406,13.9787,27.6483,30.6409,36.1029,27.891
GABRD,0.0613418,0.0442825,0.0176121,0.0827567,0.0854054,0.0645499,0.0753441,0.160109
GABRE,0.739892,0.234384,2.32332,0.374007,0.743267,0.851517,0.632698,0.391129
GABRG1,0.0828744,0.0503805,0.0901681,0.145937,0.127531,0.00367194,0.0375023,0.161457
GABRG2,1.56089,3.55193,4.04437,1.46525,5.05245,2.18143,2.59806,4.95944
GABRG3,1.645,1.18801,2.02351,0,1.9837,1.30545,1.24845,1.12882
GABRP,0.0178427,0.0171741,0,0,0,0.0150207,0.0219156,0.00846753
GABRQ,2.22882,0.610914,2.76311,0.97177,1.5824,1.4911,0.815835,1.1768
GABRR1,0.394716,0.951714,2.50856,0.806066,0.81232,1.82883,2.70114,1.08168
GABRR2,0.17023,0.152079,0.0651672,0.0918635,0.0807897,0.0496632,0.125847,0.0964541
GAD1,8.76215,4.28409,4.13133,5.59034,5.20343,8.83145,5.19761,2.80266
GAD2,8.8345,2.84923,4.58441,5.86574,11.5634,8.03166,12.3464,10.1436
GADD45A,14.1632,16.9124,17.8257,18.2663,15.1397,24.7891,18.3616,11.8137
GADD45B,1.52434,14.8582,4.93138,4.26362,1.55438,4.03049,2.26786,2.09888
GADD45G,11.8083,21.2109,15.726,7.77835,16.0546,12.2275,20.9385,20.4421
GADD45GIP1,35.7112,30.8725,41.4126,38.5008,45.3569,21.9203,42.4372,43.8096
GADL1,0,0.00777417,0.0278275,0,0,0.0135987,0.0496024,0
GAGE1,0,0.00943792,0,0,0,0.00825451,0,0
GAGE10,0.0537718,0.051757,0.0617545,0,0,0.0905344,0,0
GAGE2A,0,0.002262,0,0,0,0,0,0
GAGE2B,0,0.013077,0,0,0,0,0,0
GAGE2C,0,0.00327599,0,0,0,0,0,0
GAGE2D,0,0.000302953,0,0,0,0,0,0
GAGE2E,0,0.0179883,0,0,0,0,0,0
GAGE8,0,0.0179883,0,0,0,0,0,0
GAK,14.4509,11.2316,12.7203,11.6869,14.2417,11.902,14.5966,15.2432
GAL,2.95966,0.98611,3.44262,2.12955,2.95845,1.6291,0.838905,1.36854
GAL3ST1,1.23621,1.28508,1.26829,0.800536,1.56052,1.81975,1.35644,1.68959
GAL3ST2,0.142612,0.0980489,0.0935907,0.0659655,0.198557,0.497377,0.125119,0.135358
GAL3ST3,2.40967,1.9428,3.53329,3.10936,3.96157,3.42085,4.43412,4.01719
GAL3ST4,8.46332,7.84524,4.43426,7.26939,5.74125,8.77455,6.8307,3.8897
GALC,11.973,3.18866,10.4653,9.91545,9.2739,5.52523,10.7923,9.00014
GALE,9.82827,5.80403,12.723,8.72054,12.7024,6.35353,13.0925,13.543
GALK1,12.2334,4.25906,10.1635,14.093,10.147,6.22662,9.00489,8.25544
GALK2,3.92011,3.31232,3.94527,3.72021,4.59318,2.97086,4.20644,4.69319
GALM,3.65082,1.9968,2.55894,5.41533,3.47432,1.46216,2.79509,2.71701
GALNS,7.47076,3.40302,8.13505,9.88335,10.558,2.68184,9.31419,9.17764
GALNT1,20.706,8.05499,20.1935,21.2602,20.6149,8.62492,18.3942,20.7916
GALNT10,9.66674,1.48395,7.7428,9.53967,7.12975,2.03655,7.27623,4.96862
GALNT11,16.1594,13.6645,20.4142,18.7633,19.3125,22.2405,17.9698,17.4579
GALNT12,1.59747,1.40255,0.557823,2.05031,1.27737,0.454327,2.96969,0.70688
GALNT13,0.922523,1.86621,2.55591,0.658152,1.96654,0.921408,1.15871,1.67699
GALNT14,0.470074,0.703331,1.4475,0.864254,0.858627,0.734258,0.769353,1.12998
GALNT2,45.9329,20.825,39.2027,36.0914,40.3363,31.7961,38.8778,38.2113
GALNT3,0.542162,0.200041,0.404722,0.253564,0.528392,0.228207,0.377355,0.351632
GALNT4,1.46279,0.685195,1.1164,1.31046,0.87919,0.352902,0.863033,0.769729
GALNT5,0.150857,0,0.162424,0.641093,0.0525089,0.0158746,0.0231615,0.0357957
GALNT6,0.106485,0.124981,0.108359,0.100028,0.0275874,0.105859,0.0325804,0.0632709
GALNT7,8.86924,3.22608,8.3597,6.10299,8.14011,5.08343,8.93224,7.57888
GALNT8,0.677525,2.3823,0.809866,0.53724,0.981812,1.57142,1.13788,1.14176
GALNT9,1.93484,5.85816,9.41146,3.3699,3.23402,10.0078,4.40848,4.55427
GALNTL1,10.6496,13.035,9.76896,6.03828,11.7905,14.6088,11.4916,11.1813
GALNTL2,0.43279,0.343163,0.668804,0.454597,1.52588,0.581432,1.33752,1.07002
GALNTL4,2.54712,0.98293,2.91177,3.72454,4.52687,1.21541,3.09971,2.68493
GALNTL5,0,0.0327488,0,0,0,0,0,0
GALNTL6,0.331577,1.21677,1.61841,0.223667,1.44266,1.07292,0.941801,1.33752
GALP,0.616084,0.739359,0.915246,0.543677,1.91962,0.509074,2.15007,1.80622
GALR1,0.0211998,0.0102027,0.0730411,0.0114403,0,0.00892341,0,0.0402428
GALR2,0.0227432,0.153237,0.0261196,0,0.0633302,0.229754,0.279348,0.194277
GALR3,0.10206,0.122794,0.0293027,0.0826136,0.106572,0.0644383,0,0.072651
GALT,12.9528,14.6098,11.1634,11.9696,12.4305,17.0663,12.5128,10.057
GAMT,22.4248,13.5833,26.3362,22.9865,23.8817,11.9568,21.3201,19.365
GAN,1.85804,2.00103,1.52206,1.40936,1.66431,2.67987,1.59592,2.28765
GANAB,109.977,93.2453,98.9198,108.025,94.6224,72.6622,93.2358,97.5303
GANC,1.13937,1.32593,1.55987,2.34131,2.0703,2.1351,1.66828,2.04064
GAP43,134.955,96.3501,253.88,85.0169,200.147,171.369,143.335,177.627
GAPDH,2906.83,1799.97,2825.25,3319.03,3107.24,1280.24,2856.47,2729.24
GAPDHS,1.1274,0.784948,0.728509,0.669492,1.24554,1.15328,0.894071,0.890611
GAPT,0.0133216,0,0,0,0,0.0112147,0.0163625,0
GAPVD1,8.62918,8.00955,8.62018,7.72179,9.1965,9.56487,8.75856,9.82026
GAR1,18.0849,7.83625,13.2497,14.1515,17.1909,8.02335,15.1318,18.2804
GARNL3,4.19356,2.48571,4.71634,3.74187,5.13492,4.18849,4.7531,3.59046
GARS,33.7088,43.3609,43.3009,55.1923,43.8374,44.6408,38.3302,51.3802
GART,19.7809,11.8618,19.697,14.1161,21.2827,12.5654,19.027,22.2209
GAS1,2.59924,2.81333,2.42166,12.5845,1.30803,1.15998,5.02605,2.58592
GAS2,0.480197,0.126008,0.367184,9.52145,0.243026,0.169518,0.285861,0.427529
GAS2L1,3.01206,0.836339,3.19553,2.88959,4.29852,1.33617,2.54296,2.86199
GAS2L2,0.421165,0.245116,0.573678,0.105711,1.56823,0.354553,1.26318,0.753001
GAS2L3,3.79154,2.86831,3.30586,3.72263,1.65959,2.0176,3.27082,3.7792
GAS5,169.978,406.347,166.566,236.641,186.387,251.545,180.494,225.882
GAS5-AS1,1.23358,0.532262,1.07474,0.688645,1.2437,0.751997,1.30617,1.53419
GAS6,15.6341,9.86913,21.0755,18.1503,19.4067,19.0478,18.4872,8.96325
GAS6-AS1,0.312546,0.254893,0.0832293,0.19281,0.151463,0.405465,0.308604,0.0666244
GAS7,5.20713,2.54814,8.19939,9.85031,5.73888,4.83467,5.12905,2.96331
GAS8,6.80805,4.85478,6.1348,2.71725,5.85259,5.15674,4.53144,4.82444
GAST,0.0628101,0,0,0.06779,0,0,0,0.178845
GATA1,0.0199599,0.0384241,0.0229231,0,0.0277899,0.016803,0,0.0189446
GATA2,0.235168,0.749186,0.329564,3.91179,0.225348,0.181995,0.240225,0.240353
GATA3,0.153931,0.0648214,0.486153,0.622721,0.683133,0.0809503,0.283603,0.28307
GATA4,0,0,0,0.0373959,0,0,0.0106395,0
GATA5,0.034128,0.109497,0.0391945,0.908569,0.0158387,0.0670373,0.0419183,0.0755813
GATA6,0.0783043,0.0301481,0.179858,1.88463,0.0109022,0.0197759,0.173122,0.066889
GATAD1,8.65464,9.88839,5.49269,6.06817,6.04312,7.77,5.8328,6.8454
GATAD2A,12.6577,14.3626,15.4274,11.1503,13.9637,15.8872,14.0767,14.5776
GATAD2B,13.0506,21.1171,11.1242,10.2113,13.0957,22.5015,13.4445,13.3162
GATC,14.3505,16.9459,18.5647,10.6659,12.0848,14.6649,15.833,14.8232
GATM,19.7262,18.6354,20.9109,12.5177,20.5983,18.4898,21.0041,15.1255
GATS,33.7899,33.7207,30.2877,15.3214,36.8319,36.6045,42.348,36.1428
GATSL1,0.609636,1.60913,1.01667,0.520631,1.20911,1.63525,0.733215,1.51812
GATSL2,8.91452,16.8716,17.0635,9.44745,14.2367,22.4526,16.9104,16.6343
GATSL3,4.31345,2.5927,2.86359,6.0894,2.96477,3.63123,2.28018,2.74663
GBA,13.1483,3.98456,12.3178,12.7833,12.3594,5.06028,11.6548,10.3544
GBA2,16.016,16.7164,15.069,12.9439,16.8455,17.5937,17.3932,15.4258
GBA3,0.0240789,0,0,0,0,0,0,0
GBAP1,2.96836,2.52484,1.81796,1.35963,2.24642,2.24066,2.26841,2.29914
GBAS,35.8189,21.0234,29.8655,35.8074,33.248,23.5571,30.3161,30.7021
GBE1,8.01127,2.91573,7.36265,9.18108,9.73488,2.00482,6.9266,8.48076
GBF1,19.0321,17.7335,18.0724,18.9857,20.3131,24.0501,18.8843,21.2763
GBGT1,0.484691,0.174949,0.347904,1.16067,0.210884,0.063755,0.334873,0.201266
GBP1,0.231053,0.0469403,0.398863,5.86087,0.0721181,4.52E-22,0.0543356,0.0551195
GBP1P1,0,0.0221391,1.85E-29,6.23E-36,0.000148303,0.0201391,0,1.26E-21
GBP2,0.348118,0.0109497,0.595743,6.50344,0.126709,0.0574606,0.0279455,0.140365
GBP3,0.257599,0.0373876,0.139612,0.264855,0.130387,0.0490494,0.040905,0.0276504
GBP4,0.097113,0.126471,0.0635559,0.352829,0.136053,0.140127,0.0619879,0.0948136
GBP5,0.789225,0.497259,0.599201,0.554114,0.405885,0.565143,0.415157,0.415627
GBP6,0.0769751,0.0883849,0.0360899,0.0435553,0.0171296,0.0709163,0.0682954,0.0657149
GBP7,0,0,0.0138155,0.0259668,0.0167487,0,0,0.0114177
GBX1,0.512822,0.55799,0.84502,0.770062,1.39695,0.488024,2.76601,1.46021
GBX2,1.17198,2.31999,3.70777,1.74223,3.35584,3.27633,7.17039,8.71005
GC,0.313467,1.63564,6.6291,0.160257,2.52618,0.666665,2.22907,0.642019
GCA,8.25665,1.48901,5.05657,3.853,6.46151,3.21338,4.33988,6.40312
GCAT,10.8555,6.60864,8.44452,10.6457,9.67685,4.66309,7.01493,8.93837
GCC1,5.65838,3.00512,6.07993,5.42845,7.29121,4.0778,6.21288,5.89947
GCC2,7.28247,2.91653,5.48069,4.93024,6.66292,4.30284,5.87554,5.48816
GCDH,10.5122,2.02241,5.82222,5.75901,6.42586,3.107,7.09343,5.0006
GCFC1,13.4181,17.3849,7.60559,6.40656,9.37392,16.4902,9.78239,9.71702
GCFC1-AS1,2.16852,2.45428,1.8107,1.22221,2.30334,3.49713,2.06236,2.29379
GCFC2,5.03548,3.10255,3.75468,4.03181,3.14765,2.40456,3.48579,3.69758
GCG,0,0.0219587,0.078601,0.0246223,0.031763,0,0.336254,0.0216531
GCGR,0.0143933,0.041562,0.0165301,0.201949,0.0200397,0.0848181,0.0176789,0
GCH1,2.37515,0.427585,3.03282,1.96505,1.92624,1.32958,2.0667,1.71052
GCHFR,7.12141,4.46344,11.7924,7.59667,9.62682,6.37849,11.0355,6.68056
GCK,1.70558,1.44867,1.20364,0.723923,1.43056,2.89445,1.24293,1.54944
GCKR,0.0809527,0.168825,0.123961,0.0436855,0.0939244,0.147656,0.116003,0.0384174
GCLC,9.64261,5.35636,8.55583,10.5102,8.43853,6.63063,7.38029,8.38284
GCLM,2.61399,1.08532,2.46914,2.94224,3.11211,1.81684,1.95334,2.43963
GCM1,0.0321869,0.0347921,0.0392924,0.0462612,0.0148702,0.0459266,0.0131184,0.0238513
GCM2,0.037447,0.132161,0,0.026944,0.017379,0.0735568,0,0
GCN1L1,17.7642,16.3938,12.9191,14.4163,14.4101,15.1524,13.8378,15.3704
GCNT1,0.41012,0.361929,0.220244,0.406652,0.46698,0.0979429,0.328491,0.392323
GCNT2,5.91566,4.19327,4.01268,3.45828,5.69506,6.92468,5.15014,4.92082
GCNT3,0,0.0383635,0.183096,0.0860342,0.0369949,0.0223688,0.130547,0.138708
GCNT4,0.111691,0.132315,0.157873,0.185456,0.0837338,0.151888,0.168844,0.114164
GCNT7,0.0143027,0.0137668,0.016426,0.0463101,0,0.0361217,0,0.0271503
GCOM1,0.00133405,0.000732549,0.0433702,0.0264676,0.00360795,0.0201808,0.000277057,0.000879504
GCSAM,0.026719,0.00857262,0.0511426,0.0288375,0.0124002,0,0,0.00845329
GCSAML,0.0113013,0.0108773,0.0130239,0,0,0.019007,0.0138729,0.0107248
GCSH,31.1257,13.4064,32.9773,29.7834,30.9721,13.4412,32.2325,34.6788
GCSHP3,5.20031,2.74697,5.31349,5.25051,7.32243,6.17847,5.12688,5.94394
GDA,0.983132,0.115166,0.541586,0.158987,0.519179,0.16408,0.462453,0.124195
GDAP1,12.9054,14.5711,16.8067,8.49039,17.8915,17.3356,17.5981,16.9456
GDAP1L1,11.5368,68.4041,28.7916,11.6889,29.0524,42.1627,30.0375,38.03
GDAP2,3.07214,4.0127,2.92156,2.8509,3.72123,3.08753,3.53568,4.35198
GDE1,22.5853,18.8165,26.677,23.4431,26.1101,14.0209,24.284,27.0537
GDEP,0,0,0,0.0304747,0,0,0,0
GDF1,5.56823,5.4127,8.68263,5.66705,10.6482,7.17648,7.70254,7.88903
GDF10,11.6432,2.43676,4.81587,20.0894,4.72036,2.32838,12.9997,5.20793
GDF11,12.1193,14.2095,13.2239,11.3334,15.049,12.0527,17.5521,16.6836
GDF15,3.73929,18.6826,3.30556,4.24818,4.4869,55.4193,4.71372,1.49435
GDF2,0,0,0.017512,0,0,0,0,0
GDF3,2.46006,0.789294,10.1931,2.86335,9.06647,0.365466,3.52521,5.95176
GDF5,0.0867164,0.202706,0.398359,0.307516,0.448441,0.344149,0.258669,0.258674
GDF6,0.143576,0.245785,0.622918,0.930782,0.278001,0.188016,0.156755,0.243597
GDF7,0.799458,3.23476,2.49938,1.43807,1.3192,0.535919,2.80037,1.71431
GDF9,0.511498,0.0562665,0.503513,0.331232,0.712152,0.639747,0.646206,0.735154
GDI1,228.182,364.889,282.786,168.502,316.071,328.331,322.11,307.747
GDI2,97.7541,145.076,114.744,121.451,110.262,80.5197,120.459,130.546
GDNF,0.0399553,0.142531,0.169626,0.360668,0.111203,0.138884,0.269003,0.0227373
GDPD1,10.9816,8.53743,16.0962,8.35304,16.671,11.8763,16.9661,17.6706
GDPD2,27.5501,4.86021,17.0919,14.7313,21.7693,7.99894,16.6932,13.3185
GDPD3,1.12921,2.56197,1.11158,0.84151,1.12299,1.85596,0.627439,0.816585
GDPD4,0.0116545,0.0112178,0.0133846,0,0,0.0784894,0.0143148,0.0110616
GDPD5,3.03206,6.68736,5.83212,4.43689,5.78837,9.64628,5.63197,4.96999
GDPGP1,2.1414,0.210323,1.83193,1.29709,2.31214,0.367901,1.90556,1.99099
GEM,2.91485,3.03773,3.75076,3.35307,2.12864,3.14204,1.74833,1.86361
GEMIN2,6.6751,5.05456,6.64059,5.4041,8.35764,4.8318,7.28169,9.72198
GEMIN4,7.22039,2.65081,6.08101,6.95822,7.72367,3.72011,6.46484,7.58709
GEMIN5,5.90063,3.33435,5.67886,5.29577,6.39773,4.1582,5.85859,6.07774
GEMIN6,9.76915,4.84526,10.8275,10.1293,10.3941,5.99745,9.79841,12.1875
GEMIN7,7.87533,2.64715,7.8994,7.79223,8.56089,3.12139,8.03097,9.83134
GEMIN8,3.67749,4.46065,6.55738,7.00474,2.77654,5.38269,3.93172,2.93699
GEMIN8P4,0.9088,0.537827,1.37526,0.772983,1.04732,0.517454,1.16996,1.48715
GEN1,1.55506,0.276907,1.10171,0.956627,0.860266,0.246224,1.10238,1.01569
GET4,14.5342,22.0866,13.4119,12.7262,15.9248,17.4724,16.6015,19.3101
GFAP,45.4337,0.513354,35.5936,76.9324,18.8763,1.10086,14.0044,9.91044
GFER,9.76672,15.9235,10.527,9.24494,12.3696,10.213,11.5596,12.3172
GFI1,0.163686,0.0315105,0.0626619,0.058888,0.151932,0.00918647,0.0670167,0.11393
GFI1B,0.0178323,0.0343283,0.0409593,0,0,0.015012,0.0219029,0.0169252
GFM1,10.056,9.44148,13.5437,9.94345,13.574,9.82742,11.6925,14.7328
GFM2,15.3906,8.2776,14.567,9.46693,15.5383,9.89484,16.2564,15.4817
GFOD1,1.37499,2.3812,2.78382,1.22856,2.19937,2.7092,2.01114,1.94907
GFOD2,17.8489,25.9959,23.1729,13.8953,27.0117,24.8362,26.6556,26.7044
GFPT1,10.5335,13.3976,8.73856,14.1386,10.795,12.6116,10.0225,12.8266
GFPT2,5.77473,4.51085,4.51517,8.65578,3.3307,4.28364,3.69698,4.09445
GFRA1,15.2947,32.8084,30.1068,33.7204,17.7104,23.5734,25.4617,17.2646
GFRA2,1.60534,3.09228,4.27926,2.25548,4.41962,3.40875,4.38117,3.93655
GFRA3,0.198741,0.985902,0.948096,1.43549,0.63855,0.424705,0.807432,0.406284
GFRA4,0,0,0,0,0,0.0347324,0,0
GFRAL,0.161939,0.0691313,0.129436,0.117449,0.0757858,0.0905287,0.0909268,0.131611
